document_name,page_number,detection_type
F1986052.json,4,Deux Colonnes soft
F1986052.json,5,Deux Colonnes soft
F1986052.json,6,Deux Colonnes soft
F1986052.json,7,Deux Colonnes soft
F1986052.json,8,Deux Colonnes soft
F1986052.json,9,Deux Colonnes soft
F1986052.json,10,Deux Colonnes soft
F1986052.json,11,Deux Colonnes soft
F1986052.json,12,Deux Colonnes soft
F1986052.json,13,Deux Colonnes soft
F1986052.json,14,Deux Colonnes soft
F1986052.json,15,Deux Colonnes soft
F1986052.json,16,Deux Colonnes soft
F1986052.json,17,Deux Colonnes soft
F1986052.json,18,Deux Colonnes soft
F1986052.json,19,Deux Colonnes soft
F1986052.json,22,Deux Colonnes
F1986052.json,23,Deux Colonnes
F1986052.json,24,Deux Colonnes
F1986052.json,27,Deux Colonnes
F1986052.json,29,Deux Colonnes
F1986052.json,30,Deux Colonnes
F1986052.json,31,Deux Colonnes
F1986053.json,14,Deux Colonnes
F1986053.json,23,Deux Colonnes
F1986053.json,24,Deux Colonnes
F1986053.json,31,Deux Colonnes
F1986053.json,36,Deux Colonnes
F1986054.json,6,Deux Colonnes
F1986054.json,9,Deux Colonnes
F1986054.json,10,Deux Colonnes
F1986054.json,11,Deux Colonnes
F1986054.json,12,Deux Colonnes
F1986054.json,13,Deux Colonnes
F1986054.json,14,Deux Colonnes
F1986054.json,15,Deux Colonnes
F1986054.json,16,Deux Colonnes
F1986054.json,17,Deux Colonnes
F1986054.json,18,Deux Colonnes
F1986055.json,3,Deux Colonnes
F1986055.json,7,Deux Colonnes
F1986055.json,9,Deux Colonnes
F1986055.json,10,Deux Colonnes
F1986055.json,11,Deux Colonnes
F1986055.json,12,Deux Colonnes
F1986055.json,16,Deux Colonnes
F1986055.json,21,Deux Colonnes soft
F1986055.json,22,Deux Colonnes
F1986055.json,23,Deux Colonnes
F1987001.json,8,Deux Colonnes
F1987001.json,12,Deux Colonnes
F1987001.json,13,Deux Colonnes
F1987001.json,14,Deux Colonnes
F1987001.json,15,Deux Colonnes
F1987001.json,17,Deux Colonnes
F1987001.json,18,Deux Colonnes
F1987001.json,19,Deux Colonnes
F1987002.json,18,Deux Colonnes
F1987002.json,19,Deux Colonnes
F1987002.json,20,Deux Colonnes
F1987002.json,21,Deux Colonnes
F1987002.json,22,Deux Colonnes
F1987003.json,12,Deux Colonnes
F1987003.json,14,Deux Colonnes
F1987003.json,15,Deux Colonnes
F1987003.json,16,Deux Colonnes
F1987003.json,17,Deux Colonnes
F1987003.json,18,Deux Colonnes
F1987004.json,20,Deux Colonnes
F1987005.json,8,Deux Colonnes
F1987005.json,13,Deux Colonnes
F1987005.json,14,Deux Colonnes
F1987005.json,15,Deux Colonnes
F1987005.json,21,Deux Colonnes
F1987005.json,22,Deux Colonnes
F1987006.json,13,Deux Colonnes
F1987006.json,15,Deux Colonnes
F1987006.json,16,Deux Colonnes
F1987006.json,18,Deux Colonnes
F1987006.json,19,Deux Colonnes
F1987006.json,21,Deux Colonnes
F1987006.json,22,Deux Colonnes
F1987007.json,22,Deux Colonnes
F1987008.json,9,Deux Colonnes
F1987008.json,26,Deux Colonnes
F1987008.json,27,Deux Colonnes
F1987009.json,16,Deux Colonnes soft
F1987009.json,19,Deux Colonnes soft
F1987009.json,20,Deux Colonnes
F1987010.json,16,Deux Colonnes
F1987010.json,17,Deux Colonnes
F1987010.json,18,Deux Colonnes
F1987010.json,19,Deux Colonnes
F1987010.json,20,Deux Colonnes
F1987010.json,21,Deux Colonnes
F1987010.json,22,Deux Colonnes
F1987011.json,10,Deux Colonnes
F1987012.json,22,Deux Colonnes
F1987013.json,2,Deux Colonnes
F1987013.json,3,Deux Colonnes
F1987013.json,4,Deux Colonnes
F1987013.json,5,Deux Colonnes
F1987013.json,9,Deux Colonnes
F1987013.json,28,Deux Colonnes
F1987014.json,18,Deux Colonnes
F1987014.json,21,Deux Colonnes
F1987015.json,12,Deux Colonnes
F1987015.json,17,Deux Colonnes
F1987015.json,18,Deux Colonnes
F1987016.json,9,Deux Colonnes
F1987016.json,10,Deux Colonnes
F1987016.json,11,Deux Colonnes
F1987016.json,12,Deux Colonnes
F1987016.json,16,Deux Colonnes
F1987016.json,20,Deux Colonnes
F1987017.json,7,Deux Colonnes
F1987017.json,22,Deux Colonnes
F1987018.json,19,Deux Colonnes
F1987019.json,17,Deux Colonnes
F1987019.json,26,Deux Colonnes
F1987020.json,12,Deux Colonnes
F1987020.json,13,Deux Colonnes
F1987020.json,18,Deux Colonnes
F1987020.json,20,Deux Colonnes
F1987022.json,27,Deux Colonnes
F1987023.json,3,Deux Colonnes
F1987023.json,13,Deux Colonnes
F1987023.json,21,Deux Colonnes
F1987023.json,22,Deux Colonnes soft
F1987023.json,23,Deux Colonnes
F1987024.json,17,Deux Colonnes
F1987024.json,18,Deux Colonnes
F1987024.json,25,Deux Colonnes
F1987024.json,30,Deux Colonnes
F1987024.json,31,Deux Colonnes
F1987025.json,16,Deux Colonnes soft
F1987025.json,32,Deux Colonnes soft
F1987025.json,33,Deux Colonnes soft
F1987025.json,36,Deux Colonnes soft
F1987026.json,4,Deux Colonnes
F1987026.json,8,Deux Colonnes
F1987026.json,11,Deux Colonnes
F1987027.json,7,Deux Colonnes
F1987027.json,9,Deux Colonnes soft
F1987027.json,10,Deux Colonnes
F1987027.json,22,Deux Colonnes soft
F1987027.json,25,Deux Colonnes
F1987027.json,30,Deux Colonnes
F1987027.json,31,Deux Colonnes
F1987027.json,33,Deux Colonnes
F1987028.json,4,Deux Colonnes soft
F1987028.json,5,Deux Colonnes
F1987029.json,11,Deux Colonnes
F1987029.json,15,Deux Colonnes
F1987031.json,10,Deux Colonnes
F1987031.json,15,Deux Colonnes
F1987032.json,12,Deux Colonnes
F1987033.json,19,Deux Colonnes
F1987034.json,19,Deux Colonnes
F1987034.json,21,Deux Colonnes
F1987035.json,3,Deux Colonnes
F1987036.json,8,Deux Colonnes
F1987036.json,13,Deux Colonnes
F1987036.json,18,Deux Colonnes
F1987037.json,18,Deux Colonnes
F1987037.json,19,Deux Colonnes
F1987037.json,20,Deux Colonnes
F1987037.json,21,Deux Colonnes
F1987037.json,23,Deux Colonnes
F1987038.json,4,Deux Colonnes
F1987038.json,5,Deux Colonnes
F1987038.json,6,Deux Colonnes
F1987038.json,7,Deux Colonnes
F1987038.json,8,Deux Colonnes
F1987038.json,9,Deux Colonnes
F1987038.json,10,Deux Colonnes
F1987039.json,3,Deux Colonnes
F1987039.json,4,Deux Colonnes
F1987039.json,5,Deux Colonnes
F1987039.json,7,Deux Colonnes
F1987039.json,19,Deux Colonnes
F1987040.json,8,Deux Colonnes
F1987040.json,9,Deux Colonnes
F1987040.json,11,Deux Colonnes
F1987041.json,11,Deux Colonnes
F1987041.json,18,Deux Colonnes
F1987041.json,19,Ligne Horizontale (3+ layouts)
F1987042.json,22,Deux Colonnes
F1987043.json,13,Deux Colonnes
F1987043.json,16,Ligne Horizontale (3+ layouts)
F1987044.json,7,Deux Colonnes soft
F1987044.json,15,Deux Colonnes
F1987044.json,16,Deux Colonnes
F1987044.json,17,Deux Colonnes
F1987044.json,18,Deux Colonnes
F1987045.json,10,Deux Colonnes
F1987045.json,11,Deux Colonnes
F1987045.json,12,Deux Colonnes
F1987045.json,17,Deux Colonnes
F1987045.json,19,Deux Colonnes soft
F1987045.json,22,Deux Colonnes soft
F1987045.json,23,Deux Colonnes
F1987046.json,16,Ligne Horizontale (3+ layouts)
F1987046.json,17,Ligne Horizontale (3+ layouts)
F1987046.json,18,Ligne Horizontale (3+ layouts)
F1987047.json,7,Deux Colonnes
F1987047.json,18,Deux Colonnes
F1987047.json,29,Deux Colonnes
F1987047.json,31,Deux Colonnes soft
F1987047.json,34,Deux Colonnes
F1987048.json,12,Deux Colonnes
F1987048.json,27,Deux Colonnes
F1987048.json,29,Deux Colonnes
F1987049.json,16,Deux Colonnes
F1987049.json,33,Deux Colonnes
F1987050.json,22,Deux Colonnes
F1987051.json,31,Ligne Horizontale (3+ layouts)
F1987051.json,38,Ligne Horizontale (3+ layouts)
F1987053.json,13,Deux Colonnes
F1987053.json,17,Deux Colonnes
F1987053.json,19,Deux Colonnes
F1987054.json,6,Deux Colonnes
F1987054.json,12,Deux Colonnes
F1987054.json,13,Deux Colonnes
F1987054.json,14,Deux Colonnes
F1987054.json,15,Deux Colonnes
F1987054.json,16,Deux Colonnes
F1987054.json,17,Deux Colonnes
F1987054.json,18,Deux Colonnes
F1987054.json,19,Deux Colonnes
F1987054.json,20,Deux Colonnes
F1987054.json,21,Deux Colonnes
F1987054.json,23,Deux Colonnes
F1987054.json,24,Deux Colonnes
F1987054.json,34,Deux Colonnes soft
F1987054.json,35,Deux Colonnes soft
F1987054.json,36,Deux Colonnes soft
F1987054.json,38,Deux Colonnes soft
F1987054.json,39,Deux Colonnes soft
F1987054.json,44,Deux Colonnes soft
F1987054.json,49,Deux Colonnes soft
F1987054.json,51,Deux Colonnes
F1988001.json,3,Deux Colonnes
F1988001.json,8,Deux Colonnes
F1988002.json,6,Deux Colonnes
F1988003.json,15,Deux Colonnes
F1988005.json,17,Deux Colonnes
F1988005.json,19,Deux Colonnes
F1988005.json,20,Deux Colonnes
F1988005.json,31,Deux Colonnes
F1988006.json,15,Deux Colonnes
F1988006.json,21,Deux Colonnes
F1988006.json,22,Deux Colonnes
F1988006.json,23,Deux Colonnes
F1988006.json,26,Deux Colonnes
F1988006.json,28,Deux Colonnes
F1988006.json,30,Deux Colonnes
F1988006.json,35,Deux Colonnes
F1988006.json,40,Deux Colonnes
F1988006.json,43,Deux Colonnes
F1988006.json,44,Deux Colonnes
F1988006.json,45,Deux Colonnes
F1988006.json,48,Deux Colonnes
F1988006.json,49,Deux Colonnes
F1988006.json,50,Deux Colonnes
F1988007.json,20,Deux Colonnes
F1988007.json,21,Deux Colonnes
F1988007.json,23,Deux Colonnes soft
F1988007.json,26,Deux Colonnes soft
F1988007.json,27,Deux Colonnes
F1988008.json,14,Deux Colonnes
F1988008.json,15,Deux Colonnes
F1988009.json,9,Deux Colonnes
F1988009.json,11,Deux Colonnes
F1988009.json,21,Deux Colonnes
F1988009.json,23,Ligne Horizontale (3+ layouts)
F1988011.json,16,Deux Colonnes soft
F1988012.json,34,Deux Colonnes
F1988014.json,8,Deux Colonnes
F1988015.json,5,Deux Colonnes
F1988018.json,13,Deux Colonnes
F1988018.json,14,Deux Colonnes
F1988018.json,16,Deux Colonnes
F1988020.json,13,Deux Colonnes
F1988021.json,12,Deux Colonnes
F1988021.json,15,Deux Colonnes
F1988021.json,20,Deux Colonnes soft
F1988021.json,21,Deux Colonnes
F1988023.json,5,Ligne Horizontale (3+ layouts)
F1988023.json,7,Deux Colonnes soft
F1988026.json,6,Deux Colonnes
F1988026.json,8,Deux Colonnes
F1988026.json,9,Deux Colonnes
F1988026.json,10,Deux Colonnes
F1988026.json,12,Deux Colonnes
F1988026.json,14,Deux Colonnes
F1988028.json,18,Deux Colonnes
F1988030.json,12,Deux Colonnes
F1988032.json,5,Deux Colonnes
F1988033.json,9,Deux Colonnes
F1988033.json,10,Deux Colonnes
F1988033.json,15,Deux Colonnes
F1988037.json,14,Deux Colonnes
F1988038.json,20,Deux Colonnes
F1988038.json,21,Deux Colonnes
F1988039.json,3,Deux Colonnes
F1988039.json,5,Deux Colonnes
F1988039.json,6,Deux Colonnes
F1988039.json,7,Deux Colonnes
F1988039.json,11,Deux Colonnes soft
F1988039.json,12,Deux Colonnes soft
F1988039.json,13,Deux Colonnes soft
F1988039.json,17,Deux Colonnes soft
F1988040.json,15,Deux Colonnes
F1988040.json,18,Deux Colonnes
F1988040.json,20,Deux Colonnes
F1988041.json,12,Deux Colonnes
F1988041.json,16,Deux Colonnes
F1988042.json,11,Deux Colonnes
F1988042.json,13,Deux Colonnes
F1988042.json,17,Deux Colonnes
F1988043.json,4,Deux Colonnes
F1988043.json,6,Deux Colonnes
F1988043.json,26,Deux Colonnes
F1988043.json,29,Deux Colonnes
F1988044.json,12,Deux Colonnes
F1988044.json,18,Deux Colonnes
F1988044.json,19,Deux Colonnes
F1988045.json,2,Deux Colonnes soft
F1988045.json,3,Deux Colonnes soft
F1988046.json,3,Deux Colonnes
F1988047.json,8,Deux Colonnes
F1988047.json,21,Deux Colonnes soft
F1988047.json,22,Deux Colonnes soft
F1988047.json,23,Deux Colonnes soft
F1988047.json,28,Deux Colonnes soft
F1988048.json,7,Deux Colonnes
F1988048.json,11,Deux Colonnes
F1988048.json,12,Deux Colonnes
F1988048.json,14,Deux Colonnes
F1988048.json,15,Deux Colonnes
F1988048.json,17,Deux Colonnes
F1988049.json,5,Deux Colonnes
F1988049.json,7,Deux Colonnes
F1988049.json,14,Deux Colonnes
F1988049.json,16,Deux Colonnes
F1988050.json,5,Deux Colonnes
F1988050.json,10,Deux Colonnes soft
F1988050.json,13,Deux Colonnes
F1988052.json,7,Deux Colonnes
F1988052.json,10,Deux Colonnes
F1988052.json,16,Deux Colonnes soft
F1988052.json,20,Deux Colonnes soft
F1988052.json,22,Deux Colonnes soft
F1988053.json,2,Deux Colonnes soft
F1988053.json,3,Deux Colonnes soft
F1988054.json,10,Deux Colonnes soft
F1988054.json,15,Deux Colonnes
F1988054.json,26,Deux Colonnes
F1988054.json,31,Deux Colonnes soft
F1988054.json,32,Deux Colonnes soft
F1988054.json,69,Deux Colonnes soft
F1988054.json,80,Deux Colonnes soft
F1988054.json,98,Deux Colonnes soft
F1988054.json,101,Deux Colonnes soft
F1989001.json,14,Deux Colonnes
F1989002.json,6,Deux Colonnes
F1989005.json,5,Deux Colonnes
F1989006.json,11,Deux Colonnes
F1989007.json,21,Deux Colonnes
F1989008.json,12,Deux Colonnes
F1989009.json,2,Deux Colonnes soft
F1989009.json,3,Deux Colonnes soft
F1989011.json,5,Deux Colonnes soft
F1989011.json,6,Deux Colonnes soft
F1989011.json,7,Deux Colonnes soft
F1989011.json,8,Deux Colonnes soft
F1989011.json,9,Deux Colonnes soft
F1989011.json,10,Deux Colonnes soft
F1989011.json,11,Deux Colonnes soft
F1989011.json,12,Deux Colonnes soft
F1989011.json,13,Deux Colonnes soft
F1989011.json,14,Deux Colonnes soft
F1989011.json,15,Deux Colonnes
F1989011.json,16,Deux Colonnes
F1989011.json,17,Deux Colonnes soft
F1989011.json,18,Deux Colonnes soft
F1989011.json,20,Deux Colonnes soft
F1989011.json,21,Deux Colonnes soft
F1989011.json,22,Deux Colonnes soft
F1989011.json,23,Deux Colonnes soft
F1989011.json,24,Deux Colonnes soft
F1989011.json,25,Deux Colonnes soft
F1989011.json,26,Deux Colonnes soft
F1989011.json,27,Deux Colonnes soft
F1989011.json,28,Deux Colonnes soft
F1989011.json,29,Deux Colonnes soft
F1989017.json,18,Deux Colonnes
F1989020.json,13,Deux Colonnes
F1989020.json,17,Deux Colonnes
F1989021.json,2,Deux Colonnes
F1989022.json,9,Deux Colonnes
F1989022.json,10,Deux Colonnes
F1989022.json,11,Deux Colonnes
F1989022.json,12,Deux Colonnes
F1989022.json,14,Deux Colonnes
F1989022.json,15,Deux Colonnes
F1989022.json,16,Deux Colonnes
F1989022.json,17,Deux Colonnes
F1989022.json,38,Deux Colonnes
F1989023.json,4,Deux Colonnes
F1989023.json,7,Deux Colonnes
F1989023.json,12,Deux Colonnes
F1989024.json,4,Deux Colonnes
F1989024.json,9,Deux Colonnes
F1989025.json,5,Deux Colonnes
F1989025.json,18,Deux Colonnes
F1989026.json,7,Deux Colonnes
F1989027.json,8,Deux Colonnes
F1989027.json,12,Deux Colonnes
F1989028.json,13,Deux Colonnes
F1989029.json,21,Deux Colonnes soft
F1989029.json,23,Deux Colonnes
F1989029.json,24,Deux Colonnes
F1989029.json,30,Deux Colonnes
F1989030.json,11,Deux Colonnes
F1989030.json,16,Deux Colonnes
F1989030.json,18,Deux Colonnes
F1989030.json,19,Deux Colonnes soft
F1989031.json,1,Deux Colonnes
F1989031.json,11,Deux Colonnes
F1989033.json,18,Deux Colonnes
F1989033.json,24,Deux Colonnes
F1989034.json,16,Deux Colonnes
F1989034.json,19,Deux Colonnes
F1989035.json,19,Deux Colonnes soft
F1989035.json,20,Deux Colonnes soft
F1989035.json,21,Deux Colonnes soft
F1989035.json,23,Deux Colonnes soft
F1989035.json,24,Deux Colonnes soft
F1989035.json,25,Deux Colonnes soft
F1989035.json,26,Deux Colonnes soft
F1989035.json,27,Deux Colonnes soft
F1989035.json,28,Deux Colonnes soft
F1989035.json,29,Deux Colonnes soft
F1989035.json,30,Deux Colonnes soft
F1989035.json,31,Deux Colonnes soft
F1989035.json,32,Deux Colonnes soft
F1989035.json,33,Deux Colonnes soft
F1989035.json,34,Deux Colonnes soft
F1989035.json,35,Deux Colonnes soft
F1989035.json,36,Deux Colonnes soft
F1989035.json,37,Deux Colonnes soft
F1989035.json,38,Deux Colonnes soft
F1989035.json,39,Deux Colonnes soft
F1989035.json,40,Deux Colonnes soft
F1989035.json,41,Deux Colonnes soft
F1989035.json,43,Deux Colonnes soft
F1989035.json,44,Deux Colonnes soft
F1989035.json,45,Deux Colonnes soft
F1989035.json,46,Deux Colonnes soft
F1989035.json,47,Deux Colonnes soft
F1989035.json,48,Deux Colonnes soft
F1989035.json,49,Deux Colonnes soft
F1989035.json,50,Deux Colonnes soft
F1989035.json,51,Deux Colonnes soft
F1989035.json,52,Deux Colonnes soft
F1989035.json,53,Deux Colonnes soft
F1989035.json,54,Deux Colonnes soft
F1989035.json,55,Deux Colonnes soft
F1989035.json,56,Deux Colonnes soft
F1989035.json,57,Deux Colonnes soft
F1989035.json,58,Deux Colonnes soft
F1989035.json,59,Deux Colonnes soft
F1989035.json,61,Deux Colonnes soft
F1989036.json,1,Deux Colonnes
F1989036.json,6,Deux Colonnes
F1989038.json,8,Deux Colonnes
F1989038.json,16,Deux Colonnes
F1989041.json,13,Deux Colonnes soft
F1989042.json,16,Deux Colonnes
F1989044.json,4,Deux Colonnes
F1989046.json,19,Deux Colonnes
F1989046.json,20,Deux Colonnes
F1989047.json,12,Deux Colonnes soft
F1989048.json,21,Deux Colonnes
F1989048.json,22,Deux Colonnes
F1989049.json,6,Deux Colonnes
F1989049.json,7,Deux Colonnes
F1989050.json,14,Deux Colonnes
F1989052.json,5,Deux Colonnes
F1989053.json,30,Deux Colonnes
F1989053.json,37,Deux Colonnes
F1989055.json,11,Deux Colonnes
F1989055.json,12,Deux Colonnes
F1990001.json,13,Deux Colonnes
F1990001.json,14,Deux Colonnes
F1990001.json,26,Deux Colonnes soft
F1990001.json,32,Deux Colonnes soft
F1990001.json,33,Deux Colonnes soft
F1990001.json,34,Deux Colonnes soft
F1990001.json,35,Deux Colonnes
F1990002.json,16,Deux Colonnes
F1990003.json,18,Deux Colonnes soft
F1990003.json,30,Deux Colonnes soft
F1990003.json,33,Deux Colonnes soft
F1990003.json,42,Deux Colonnes soft
F1990003.json,43,Deux Colonnes soft
F1990003.json,44,Deux Colonnes soft
F1990004.json,22,Ligne Horizontale (3+ layouts)
F1990004.json,23,Ligne Horizontale (3+ layouts)
F1990005.json,18,Deux Colonnes
F1990008.json,25,Deux Colonnes
F1990011.json,1,Deux Colonnes
F1990011.json,3,Deux Colonnes
F1990011.json,5,Deux Colonnes
F1990011.json,7,Deux Colonnes
F1990011.json,8,Deux Colonnes
F1990011.json,9,Deux Colonnes
F1990012.json,19,Deux Colonnes
F1990013.json,20,Deux Colonnes
F1990016.json,34,Deux Colonnes
F1990016.json,35,Deux Colonnes
F1990016.json,38,Deux Colonnes
F1990018.json,33,Deux Colonnes
F1990019.json,9,Deux Colonnes
F1990019.json,20,Deux Colonnes
F1990019.json,22,Deux Colonnes
F1990019.json,24,Deux Colonnes
F1990020.json,15,Deux Colonnes
F1990020.json,18,Deux Colonnes soft
F1990021.json,7,Deux Colonnes
F1990021.json,17,Ligne Horizontale (3+ layouts)
F1990021.json,18,Deux Colonnes
F1990021.json,19,Deux Colonnes
F1990022.json,20,Deux Colonnes
F1990022.json,22,Deux Colonnes
F1990024.json,5,Deux Colonnes soft
F1990026.json,14,Deux Colonnes
F1990026.json,15,Deux Colonnes
F1990026.json,17,Deux Colonnes
F1990026.json,18,Deux Colonnes
F1990026.json,19,Deux Colonnes
F1990026.json,20,Deux Colonnes
F1990027.json,32,Deux Colonnes
F1990028.json,12,Deux Colonnes
F1990028.json,13,Deux Colonnes
F1990028.json,17,Deux Colonnes
F1990028.json,18,Deux Colonnes
F1990029.json,15,Deux Colonnes
F1990029.json,16,Deux Colonnes
F1990029.json,18,Deux Colonnes
F1990029.json,21,Deux Colonnes soft
F1990030.json,26,Deux Colonnes
F1990030.json,28,Deux Colonnes
F1990031.json,13,Deux Colonnes
F1990032.json,21,Deux Colonnes
F1990033.json,24,Deux Colonnes
F1990034.json,18,Deux Colonnes soft
F1990034.json,19,Deux Colonnes soft
F1990035.json,16,Deux Colonnes
F1990036.json,24,Deux Colonnes
F1990038.json,9,Deux Colonnes
F1990038.json,11,Deux Colonnes
F1990039.json,12,Deux Colonnes
F1990040.json,13,Deux Colonnes
F1990040.json,14,Deux Colonnes
F1990041.json,12,Deux Colonnes
F1990041.json,15,Deux Colonnes
F1990041.json,16,Deux Colonnes
F1990041.json,18,Deux Colonnes
F1990041.json,20,Deux Colonnes
F1990042.json,10,Deux Colonnes
F1990042.json,15,Deux Colonnes
F1990042.json,17,Deux Colonnes
F1990043.json,9,Deux Colonnes
F1990043.json,10,Deux Colonnes
F1990043.json,13,Deux Colonnes
F1990043.json,14,Deux Colonnes
F1990044.json,43,Deux Colonnes soft
F1990045.json,12,Deux Colonnes
F1990046.json,32,Deux Colonnes soft
F1990047.json,21,Deux Colonnes
F1990047.json,23,Deux Colonnes soft
F1990050.json,28,Deux Colonnes
F1990054.json,3,Deux Colonnes soft
F1990054.json,8,Deux Colonnes
F1990054.json,28,Deux Colonnes
F1990054.json,29,Deux Colonnes
F1990055.json,8,Deux Colonnes
F1990055.json,13,Deux Colonnes
F1990055.json,29,Deux Colonnes soft
F1990056.json,16,Deux Colonnes
F1990056.json,32,Deux Colonnes
F1990057.json,23,Deux Colonnes
F1990057.json,124,Deux Colonnes soft
F1990057.json,125,Deux Colonnes soft
F1990057.json,132,Deux Colonnes soft
F1990057.json,133,Deux Colonnes soft
F1991004.json,12,Deux Colonnes
F1991005.json,31,Deux Colonnes soft
F1991006.json,27,Deux Colonnes
F1991006.json,34,Deux Colonnes
F1991007.json,15,Deux Colonnes
F1991008.json,31,Deux Colonnes
F1991008.json,32,Ligne Horizontale (3+ layouts)
F1991008.json,33,Ligne Horizontale (3+ layouts)
F1991009.json,22,Deux Colonnes
F1991010.json,4,Deux Colonnes soft
F1991010.json,5,Deux Colonnes soft
F1991010.json,6,Deux Colonnes
F1991010.json,7,Deux Colonnes soft
F1991010.json,8,Deux Colonnes soft
F1991010.json,9,Deux Colonnes soft
F1991010.json,10,Deux Colonnes
F1991010.json,11,Deux Colonnes soft
F1991010.json,12,Deux Colonnes soft
F1991012.json,4,Deux Colonnes
F1991012.json,13,Deux Colonnes
F1991012.json,14,Deux Colonnes
F1991017.json,9,Deux Colonnes
F1991017.json,13,Deux Colonnes
F1991018.json,5,Deux Colonnes
F1991018.json,6,Deux Colonnes
F1991020.json,18,Deux Colonnes
F1991020.json,21,Deux Colonnes
F1991021.json,12,Deux Colonnes
F1991021.json,13,Deux Colonnes
F1991021.json,16,Deux Colonnes
F1991023.json,24,Deux Colonnes
F1991023.json,26,Deux Colonnes
F1991023.json,29,Ligne Horizontale (3+ layouts)
F1991023.json,30,Deux Colonnes
F1991024.json,6,Deux Colonnes
F1991024.json,10,Deux Colonnes
F1991024.json,12,Deux Colonnes soft
F1991024.json,13,Deux Colonnes
F1991024.json,14,Deux Colonnes
F1991024.json,15,Deux Colonnes
F1991024.json,16,Deux Colonnes
F1991024.json,17,Deux Colonnes
F1991024.json,18,Deux Colonnes
F1991024.json,19,Deux Colonnes
F1991026.json,35,Deux Colonnes
F1991027.json,32,Deux Colonnes
F1991028.json,12,Deux Colonnes
F1991028.json,13,Deux Colonnes
F1991028.json,14,Deux Colonnes
F1991028.json,24,Deux Colonnes
F1991030.json,4,Deux Colonnes
F1991030.json,6,Deux Colonnes
F1991032.json,10,Deux Colonnes
F1991032.json,12,Deux Colonnes
F1991032.json,13,Deux Colonnes
F1991032.json,18,Deux Colonnes
F1991032.json,19,Deux Colonnes
F1991034.json,30,Deux Colonnes
F1991034.json,39,Deux Colonnes
F1991034.json,42,Deux Colonnes soft
F1991034.json,43,Deux Colonnes soft
F1991035.json,44,Deux Colonnes soft
F1991035.json,53,Deux Colonnes
F1991036.json,32,Deux Colonnes
F1991037.json,42,Deux Colonnes
F1991038.json,13,Deux Colonnes
F1991038.json,45,Deux Colonnes
F1991039.json,15,Deux Colonnes
F1991039.json,23,Deux Colonnes
F1991039.json,32,Deux Colonnes
F1991040.json,7,Deux Colonnes
F1991041.json,5,Deux Colonnes soft
F1991041.json,12,Deux Colonnes soft
F1991041.json,13,Deux Colonnes soft
F1991041.json,17,Deux Colonnes soft
F1991041.json,21,Deux Colonnes soft
F1991042.json,7,Deux Colonnes soft
F1991042.json,8,Deux Colonnes soft
F1991043.json,18,Deux Colonnes
F1991045.json,10,Deux Colonnes soft
F1991046.json,19,Deux Colonnes
F1991049.json,15,Deux Colonnes soft
F1991051.json,13,Deux Colonnes
F1991052.json,14,Deux Colonnes soft
F1991053.json,19,Deux Colonnes
F1991054.json,2,Deux Colonnes
F1991054.json,19,Deux Colonnes
F1991055.json,9,Deux Colonnes
F1991055.json,11,Deux Colonnes
F1991057.json,6,Deux Colonnes soft
F1991057.json,31,Deux Colonnes
F1991058.json,10,Deux Colonnes
F1991058.json,11,Deux Colonnes
F1991058.json,15,Deux Colonnes
F1991058.json,22,Deux Colonnes soft
F1991059.json,7,Deux Colonnes
F1991059.json,8,Deux Colonnes
F1991059.json,9,Deux Colonnes
F1991059.json,14,Deux Colonnes
F1991061.json,3,Deux Colonnes
F1991061.json,4,Deux Colonnes
F1991061.json,17,Deux Colonnes soft
F1991062.json,10,Deux Colonnes
F1991064.json,21,Deux Colonnes
F1991064.json,25,Deux Colonnes
F1991065.json,3,Deux Colonnes
F1991065.json,10,Deux Colonnes
F1991065.json,32,Deux Colonnes
F1991065.json,33,Deux Colonnes
F1991065.json,36,Deux Colonnes
F1991065.json,37,Deux Colonnes
F1991065.json,39,Deux Colonnes
F1991065.json,49,Deux Colonnes
F1991065.json,65,Deux Colonnes soft
F1991065.json,66,Deux Colonnes soft
F1991066.json,13,Deux Colonnes
F1991066.json,15,Deux Colonnes
F1991066.json,33,Deux Colonnes
F1991066.json,34,Deux Colonnes
F1991066.json,35,Deux Colonnes
F1991067.json,21,Deux Colonnes
F1991067.json,32,Deux Colonnes
F1991067.json,34,Deux Colonnes
F1991067.json,35,Deux Colonnes
F1991067.json,43,Deux Colonnes
F1991068.json,5,Deux Colonnes
F1991068.json,28,Deux Colonnes
F1991068.json,29,Deux Colonnes
F1991068.json,32,Deux Colonnes
F1991068.json,34,Deux Colonnes
F1991068.json,35,Ligne Horizontale (3+ layouts)
F1991068.json,36,Ligne Horizontale (3+ layouts)
F1991068.json,38,Deux Colonnes soft
F1991069.json,19,Deux Colonnes
F1991069.json,30,Deux Colonnes
F1991069.json,40,Deux Colonnes
F1991069.json,47,Deux Colonnes
F1991070.json,115,Deux Colonnes soft
F1992002.json,6,Deux Colonnes soft
F1992002.json,7,Deux Colonnes soft
F1992002.json,24,Deux Colonnes
F1992002.json,26,Deux Colonnes
F1992004.json,10,Deux Colonnes
F1992004.json,23,Deux Colonnes
F1992004.json,26,Deux Colonnes
F1992005.json,16,Deux Colonnes
F1992006.json,24,Deux Colonnes soft
F1992006.json,26,Deux Colonnes
