document_name,page_number,detection_type
F1972075.json,3,Ligne Horizontale (3+ layouts)
F1972076.json,2,Deux Colonnes
F1972077.json,4,Deux Colonnes
F1972077.json,5,Deux Colonnes
F1972077.json,6,Deux Colonnes
F1972078.json,3,Deux Colonnes
F1972078.json,4,Deux Colonnes
F1972078.json,5,Deux Colonnes
F1972078.json,6,Deux Colonnes
F1972078.json,7,Deux Colonnes
F1972078.json,8,Deux Colonnes
F1972080.json,8,Deux Colonnes
F1972080.json,9,Deux Colonnes
F1972081.json,3,Deux Colonnes
F1972081.json,4,Deux Colonnes
F1972081.json,6,Deux Colonnes
F1972082.json,6,Deux Colonnes
F1972085.json,2,Deux Colonnes soft
F1972085.json,6,Deux Colonnes
F1972086.json,11,Deux Colonnes
F1972087.json,8,Deux Colonnes soft
F1972087.json,9,Deux Colonnes
F1972088.json,5,Deux Colonnes
F1972089.json,5,Deux Colonnes
F1972089.json,9,Deux Colonnes
F1972090.json,3,Deux Colonnes
F1972092.json,10,Deux Colonnes
F1972093.json,12,Deux Colonnes
F1972094.json,2,Deux Colonnes
F1972095.json,3,Deux Colonnes
F1972095.json,5,Deux Colonnes
F1972095.json,7,Deux Colonnes
F1972095.json,9,Deux Colonnes
F1972097.json,7,Deux Colonnes
F1972098.json,5,Deux Colonnes
F1972098.json,7,Deux Colonnes
F1972099.json,5,Deux Colonnes
F1972099.json,8,Deux Colonnes
F1972099.json,9,Deux Colonnes
F1972099.json,10,Deux Colonnes
F1972101.json,1,Deux Colonnes
F1972103.json,10,Deux Colonnes
F1972103.json,11,Deux Colonnes
F1972103.json,23,Deux Colonnes
F1972103.json,24,Deux Colonnes
F1972103.json,25,Deux Colonnes
F1972103.json,32,Deux Colonnes
F1972103.json,33,Deux Colonnes
F1972103.json,34,Deux Colonnes
F1972103.json,35,Deux Colonnes
F1972103.json,36,Deux Colonnes
F1972103.json,38,Deux Colonnes
F1972103.json,39,Deux Colonnes
F1972104.json,11,Deux Colonnes
F1973001.json,1,Ligne Horizontale (3+ layouts)
F1973001.json,2,Ligne Horizontale (3+ layouts)
F1973001.json,3,Deux Colonnes
F1973001.json,5,Deux Colonnes
F1973001.json,7,Deux Colonnes
F1973002.json,4,Ligne Horizontale (3+ layouts)
F1973003.json,2,Deux Colonnes soft
F1973003.json,7,Deux Colonnes soft
F1973003.json,13,Deux Colonnes soft
F1973003.json,18,Deux Colonnes soft
F1973003.json,19,Deux Colonnes soft
F1973003.json,29,Deux Colonnes soft
F1973003.json,38,Deux Colonnes soft
F1973003.json,54,Deux Colonnes soft
F1973004.json,6,Deux Colonnes
F1973006.json,5,Deux Colonnes
F1973007.json,2,Deux Colonnes
F1973007.json,3,Deux Colonnes
F1973007.json,4,Ligne Horizontale (3+ layouts)
F1973007.json,8,Deux Colonnes
F1973008.json,3,Deux Colonnes
F1973010.json,6,Deux Colonnes
F1973011.json,2,Deux Colonnes
F1973011.json,3,Deux Colonnes
F1973011.json,5,Deux Colonnes
F1973011.json,6,Deux Colonnes
F1973012.json,3,Deux Colonnes
F1973013.json,4,Deux Colonnes
F1973013.json,7,Ligne Horizontale (3+ layouts)
F1973013.json,8,Deux Colonnes
F1973013.json,10,Ligne Horizontale (3+ layouts)
F1973013.json,13,Deux Colonnes soft
F1973013.json,14,Ligne Horizontale (3+ layouts)
F1973013.json,15,Deux Colonnes soft
F1973013.json,16,Deux Colonnes
F1973013.json,17,Ligne Horizontale (3+ layouts)
F1973013.json,18,Deux Colonnes
F1973013.json,23,Deux Colonnes
F1973013.json,24,Ligne Horizontale (3+ layouts)
F1973013.json,26,Deux Colonnes
F1973013.json,27,Deux Colonnes
F1973013.json,28,Deux Colonnes
F1973013.json,29,Ligne Horizontale (3+ layouts)
F1973014.json,2,Deux Colonnes
F1973016.json,4,Deux Colonnes
F1973016.json,6,Deux Colonnes
F1973018.json,2,Deux Colonnes
F1973019.json,1,Deux Colonnes
F1973019.json,3,Deux Colonnes
F1973020.json,3,Deux Colonnes
F1973020.json,4,Deux Colonnes
F1973021.json,3,Deux Colonnes
F1973022.json,6,Deux Colonnes
F1973023.json,4,Deux Colonnes
F1973023.json,6,Deux Colonnes
F1973023.json,7,Deux Colonnes
F1973024.json,3,Deux Colonnes
F1973024.json,4,Deux Colonnes
F1973024.json,5,Deux Colonnes
F1973025.json,2,Deux Colonnes
F1973025.json,4,Deux Colonnes
F1973025.json,5,Deux Colonnes
F1973026.json,3,Deux Colonnes
F1973026.json,10,Deux Colonnes
F1973027.json,2,Deux Colonnes
F1973027.json,3,Deux Colonnes
F1973027.json,4,Deux Colonnes
F1973027.json,5,Deux Colonnes
F1973027.json,7,Deux Colonnes
F1973028.json,6,Deux Colonnes
F1973030.json,3,Deux Colonnes soft
F1973030.json,5,Deux Colonnes soft
F1973030.json,6,Deux Colonnes soft
F1973030.json,10,Deux Colonnes
F1973033.json,8,Deux Colonnes
F1973033.json,9,Deux Colonnes soft
F1973033.json,12,Deux Colonnes
F1973034.json,2,Deux Colonnes
F1973035.json,6,Deux Colonnes
F1973036.json,2,Deux Colonnes
F1973036.json,6,Deux Colonnes
F1973037.json,4,Deux Colonnes
F1973038.json,3,Deux Colonnes
F1973039.json,6,Deux Colonnes
F1973041.json,2,Deux Colonnes
F1973041.json,4,Deux Colonnes
F1973041.json,6,Deux Colonnes
F1973041.json,7,Deux Colonnes
F1973042.json,3,Deux Colonnes
F1973043.json,6,Deux Colonnes
F1973044.json,5,Deux Colonnes
F1973046.json,5,Deux Colonnes
F1973046.json,7,Deux Colonnes
F1973049.json,4,Deux Colonnes
F1973049.json,5,Deux Colonnes
F1973049.json,7,Deux Colonnes
F1973050.json,2,Deux Colonnes
F1973050.json,3,Deux Colonnes
F1973050.json,4,Deux Colonnes
F1973050.json,5,Deux Colonnes
F1973051.json,7,Deux Colonnes
F1973052.json,5,Deux Colonnes
F1973052.json,6,Deux Colonnes
F1973055.json,2,Deux Colonnes
F1973056.json,2,Deux Colonnes
F1973056.json,3,Deux Colonnes
F1973057.json,2,Deux Colonnes
F1973057.json,3,Deux Colonnes
F1973057.json,4,Deux Colonnes
F1973057.json,5,Deux Colonnes
F1973057.json,9,Deux Colonnes
F1973059.json,3,Deux Colonnes
F1973059.json,7,Deux Colonnes soft
F1973059.json,9,Deux Colonnes
F1973059.json,11,Deux Colonnes
F1973059.json,16,Deux Colonnes
F1973060.json,2,Deux Colonnes
F1973065.json,2,Deux Colonnes soft
F1973065.json,10,Deux Colonnes
F1973065.json,12,Deux Colonnes
F1973065.json,13,Deux Colonnes
F1973065.json,21,Deux Colonnes
F1973065.json,24,Deux Colonnes
F1973065.json,36,Deux Colonnes
F1973066.json,14,Deux Colonnes
F1973071.json,2,Deux Colonnes
F1973072.json,2,Deux Colonnes
F1973072.json,4,Deux Colonnes
F1973072.json,8,Deux Colonnes
F1973072.json,10,Deux Colonnes
F1973073.json,8,Deux Colonnes
F1973074.json,2,Deux Colonnes
F1973074.json,3,Deux Colonnes
F1973074.json,5,Deux Colonnes
F1974002.json,2,Deux Colonnes
F1974002.json,5,Deux Colonnes
F1974002.json,6,Deux Colonnes
F1974002.json,7,Deux Colonnes
F1974005.json,2,Deux Colonnes
F1974005.json,3,Deux Colonnes
F1974005.json,6,Deux Colonnes
F1974005.json,7,Deux Colonnes
F1974006.json,4,Deux Colonnes
F1974007.json,2,Deux Colonnes
F1974007.json,3,Deux Colonnes
F1974007.json,6,Deux Colonnes
F1974007.json,7,Deux Colonnes
F1974008.json,1,Deux Colonnes
F1974008.json,3,Deux Colonnes
F1974008.json,4,Deux Colonnes
F1974009.json,2,Deux Colonnes
F1974009.json,3,Deux Colonnes
F1974012.json,7,Deux Colonnes soft
F1974012.json,10,Deux Colonnes soft
F1974012.json,14,Deux Colonnes soft
F1974012.json,19,Deux Colonnes soft
F1974013.json,7,Deux Colonnes
F1974013.json,9,Deux Colonnes
F1974014.json,2,Deux Colonnes
F1974017.json,5,Deux Colonnes
F1974018.json,5,Deux Colonnes
F1974020.json,6,Deux Colonnes
F1974020.json,7,Deux Colonnes soft
F1974021.json,3,Deux Colonnes
F1974022.json,2,Ligne Horizontale (3+ layouts)
F1974022.json,4,Deux Colonnes
F1974022.json,6,Deux Colonnes
F1974022.json,8,Deux Colonnes
F1974025.json,4,Deux Colonnes
F1974026.json,5,Deux Colonnes
F1974027.json,3,Deux Colonnes
F1974027.json,7,Deux Colonnes soft
F1974029.json,6,Deux Colonnes
F1974031.json,4,Deux Colonnes
F1974032.json,3,Deux Colonnes
F1974033.json,2,Deux Colonnes
F1974033.json,3,Deux Colonnes
F1974033.json,4,Deux Colonnes
F1974035.json,11,Deux Colonnes
F1974035.json,13,Deux Colonnes
F1974035.json,14,Deux Colonnes
F1974037.json,3,Deux Colonnes
F1974039.json,1,Deux Colonnes
F1974039.json,2,Ligne Horizontale (3+ layouts)
F1974039.json,10,Deux Colonnes
F1974040.json,8,Deux Colonnes soft
F1974040.json,10,Deux Colonnes
F1974040.json,12,Deux Colonnes
F1974041.json,3,Deux Colonnes
F1974041.json,6,Deux Colonnes
F1974042.json,5,Deux Colonnes
F1974045.json,10,Deux Colonnes
F1974045.json,12,Deux Colonnes
F1974046.json,3,Deux Colonnes
F1974046.json,5,Deux Colonnes
F1974046.json,7,Deux Colonnes
F1974047.json,5,Deux Colonnes
F1974047.json,6,Deux Colonnes
F1974047.json,8,Deux Colonnes
F1974047.json,18,Deux Colonnes
F1974049.json,7,Deux Colonnes
F1974050.json,3,Deux Colonnes
F1974052.json,4,Deux Colonnes
F1974052.json,5,Deux Colonnes
F1974054.json,2,Deux Colonnes
F1974054.json,4,Deux Colonnes
F1974055.json,4,Deux Colonnes
F1974055.json,6,Deux Colonnes
F1974056.json,2,Deux Colonnes
F1974056.json,3,Deux Colonnes
F1974056.json,4,Deux Colonnes
F1974056.json,5,Deux Colonnes
F1974061.json,7,Deux Colonnes
F1974063.json,3,Deux Colonnes
F1974064.json,2,Deux Colonnes
F1974064.json,3,Deux Colonnes
F1974065.json,4,Deux Colonnes
F1974066.json,3,Deux Colonnes
F1974066.json,5,Deux Colonnes
F1974067.json,6,Deux Colonnes
F1974068.json,2,Deux Colonnes
F1974068.json,3,Deux Colonnes
F1974069.json,2,Deux Colonnes
F1974070.json,5,Deux Colonnes
F1974070.json,7,Deux Colonnes
F1974073.json,4,Deux Colonnes
F1974073.json,5,Deux Colonnes
F1974073.json,9,Deux Colonnes
F1974073.json,10,Deux Colonnes
F1974074.json,5,Deux Colonnes
F1974075.json,2,Deux Colonnes
F1974078.json,7,Deux Colonnes
F1974081.json,6,Deux Colonnes
F1974081.json,7,Deux Colonnes
F1974081.json,8,Deux Colonnes
F1974082.json,7,Deux Colonnes
F1974083.json,5,Deux Colonnes
F1974085.json,2,Deux Colonnes
F1974086.json,2,Deux Colonnes
F1974086.json,3,Deux Colonnes
F1974086.json,5,Deux Colonnes
F1974087.json,5,Deux Colonnes
F1974087.json,6,Deux Colonnes
F1974088.json,2,Deux Colonnes
F1974088.json,3,Deux Colonnes
F1974088.json,4,Deux Colonnes
F1974089.json,3,Deux Colonnes
F1974089.json,4,Deux Colonnes
F1974089.json,5,Deux Colonnes
F1974090.json,4,Deux Colonnes
F1974090.json,5,Deux Colonnes
F1974090.json,6,Ligne Horizontale (3+ layouts)
F1974094.json,6,Deux Colonnes
F1974095.json,4,Deux Colonnes
F1974095.json,7,Deux Colonnes
F1974096.json,4,Deux Colonnes
F1974097.json,6,Deux Colonnes
F1974098.json,2,Deux Colonnes
F1974098.json,5,Deux Colonnes
F1974099.json,19,Deux Colonnes
F1974101.json,2,Ligne Horizontale (3+ layouts)
F1974102.json,1,Deux Colonnes
F1974105.json,8,Deux Colonnes
F1974105.json,9,Deux Colonnes
F1975003.json,9,Deux Colonnes
F1975004.json,2,Deux Colonnes
F1975004.json,6,Deux Colonnes
F1975005.json,5,Deux Colonnes
F1975007.json,8,Deux Colonnes soft
F1975007.json,20,Deux Colonnes soft
F1975007.json,21,Deux Colonnes soft
F1975007.json,59,Deux Colonnes soft
F1975008.json,10,Deux Colonnes
F1975008.json,11,Deux Colonnes
F1975011.json,2,Deux Colonnes
F1975011.json,3,Deux Colonnes
F1975012.json,5,Deux Colonnes
F1975014.json,1,Deux Colonnes
F1975014.json,9,Deux Colonnes soft
F1975015.json,5,Deux Colonnes
F1975015.json,7,Ligne Horizontale (3+ layouts)
F1975016.json,3,Deux Colonnes
F1975017.json,2,Deux Colonnes
F1975018.json,3,Deux Colonnes
F1975018.json,4,Deux Colonnes
F1975021.json,5,Deux Colonnes
F1975025.json,7,Deux Colonnes
F1975026.json,7,Deux Colonnes
F1975027.json,8,Deux Colonnes
F1975030.json,1,Deux Colonnes
F1975030.json,6,Deux Colonnes
F1975031.json,1,Deux Colonnes
F1975031.json,2,Deux Colonnes
F1975031.json,3,Deux Colonnes
F1975031.json,4,Deux Colonnes
F1975031.json,5,Deux Colonnes
F1975034.json,2,Deux Colonnes
F1975036.json,2,Deux Colonnes
F1975037.json,4,Deux Colonnes
F1975037.json,6,Deux Colonnes
F1975038.json,9,Deux Colonnes
F1975039.json,27,Deux Colonnes
F1975039.json,28,Deux Colonnes
F1975040.json,3,Deux Colonnes
F1975040.json,5,Deux Colonnes
F1975040.json,6,Deux Colonnes
F1975042.json,1,Deux Colonnes
F1975042.json,3,Deux Colonnes
F1975042.json,4,Deux Colonnes
F1975043.json,5,Deux Colonnes
F1975044.json,10,Deux Colonnes
F1975044.json,11,Deux Colonnes
F1975045.json,1,Deux Colonnes
F1975045.json,2,Deux Colonnes
F1975045.json,3,Deux Colonnes
F1975046.json,2,Deux Colonnes
F1975046.json,3,Deux Colonnes
F1975046.json,4,Deux Colonnes
F1975046.json,7,Deux Colonnes
F1975047.json,3,Deux Colonnes
F1975047.json,5,Deux Colonnes soft
F1975048.json,2,Deux Colonnes
F1975048.json,6,Deux Colonnes
F1975049.json,3,Deux Colonnes
F1975049.json,6,Deux Colonnes
F1975051.json,4,Deux Colonnes
F1975051.json,5,Deux Colonnes
F1975052.json,2,Deux Colonnes
F1975053.json,10,Deux Colonnes
F1975055.json,4,Deux Colonnes
F1975056.json,2,Deux Colonnes
F1975056.json,4,Deux Colonnes
F1975059.json,4,Deux Colonnes
F1975060.json,3,Deux Colonnes
F1975060.json,5,Deux Colonnes
F1975062.json,1,Deux Colonnes
F1975063.json,5,Deux Colonnes
F1975064.json,4,Deux Colonnes
F1975065.json,4,Deux Colonnes
F1975066.json,4,Deux Colonnes
F1975067.json,1,Deux Colonnes
F1975067.json,3,Deux Colonnes
F1975068.json,2,Deux Colonnes
F1975068.json,3,Deux Colonnes
F1975070.json,4,Deux Colonnes
F1975070.json,5,Deux Colonnes
F1975072.json,3,Deux Colonnes
F1975072.json,5,Deux Colonnes
F1975073.json,3,Deux Colonnes
F1975073.json,5,Deux Colonnes
F1975074.json,1,Deux Colonnes
F1975074.json,3,Deux Colonnes
F1975076.json,3,Deux Colonnes
F1975078.json,52,Deux Colonnes
F1975078.json,53,Deux Colonnes
F1975078.json,54,Deux Colonnes
F1975082.json,3,Deux Colonnes
F1975085.json,2,Deux Colonnes
F1975085.json,3,Deux Colonnes
F1975085.json,4,Deux Colonnes
F1975085.json,5,Deux Colonnes
F1975086.json,1,Deux Colonnes
F1975086.json,2,Deux Colonnes
F1975086.json,7,Deux Colonnes
F1975087.json,3,Deux Colonnes
F1975087.json,4,Deux Colonnes
F1975088.json,3,Deux Colonnes
F1975089.json,3,Deux Colonnes
F1975089.json,4,Deux Colonnes
F1975090.json,3,Deux Colonnes
F1975090.json,5,Ligne Horizontale (3+ layouts)
F1975094.json,2,Deux Colonnes
F1975094.json,4,Deux Colonnes
F1975094.json,5,Deux Colonnes
F1975096.json,5,Deux Colonnes
F1975097.json,1,Ligne Horizontale (3+ layouts)
F1975097.json,2,Ligne Horizontale (3+ layouts)
F1975097.json,3,Deux Colonnes
F1975097.json,4,Deux Colonnes
F1975101.json,45,Deux Colonnes
F1975101.json,53,Deux Colonnes
F1975101.json,59,Deux Colonnes
F1975102.json,5,Deux Colonnes
F1975103.json,6,Deux Colonnes
F1975103.json,7,Ligne Horizontale (3+ layouts)
F1975104.json,6,Deux Colonnes
F1975105.json,2,Deux Colonnes
F1975105.json,3,Deux Colonnes
F1976003.json,10,Deux Colonnes
F1976005.json,8,Deux Colonnes soft
F1976005.json,16,Deux Colonnes soft
F1976005.json,22,Deux Colonnes soft
F1976006.json,2,Deux Colonnes
F1976007.json,2,Deux Colonnes
F1976008.json,2,Deux Colonnes
F1976009.json,5,Deux Colonnes
F1976010.json,2,Deux Colonnes
F1976012.json,1,Deux Colonnes
F1976014.json,2,Deux Colonnes
F1976015.json,5,Deux Colonnes
F1976015.json,6,Deux Colonnes
F1976015.json,7,Deux Colonnes
F1976015.json,8,Deux Colonnes
F1976015.json,9,Deux Colonnes
F1976015.json,10,Deux Colonnes
F1976015.json,11,Deux Colonnes
F1976016.json,2,Deux Colonnes
F1976017.json,6,Deux Colonnes
F1976019.json,6,Deux Colonnes
F1976020.json,3,Deux Colonnes
F1976020.json,5,Deux Colonnes
F1976020.json,10,Deux Colonnes
F1976022.json,6,Deux Colonnes
F1976023.json,3,Deux Colonnes
F1976024.json,9,Deux Colonnes soft
F1976024.json,20,Deux Colonnes
F1976025.json,5,Deux Colonnes
F1976027.json,4,Deux Colonnes
F1976029.json,12,Deux Colonnes
F1976029.json,55,Deux Colonnes
F1976030.json,2,Deux Colonnes
F1976031.json,4,Deux Colonnes
F1976031.json,5,Deux Colonnes
F1976034.json,17,Deux Colonnes
F1976035.json,5,Deux Colonnes
F1976036.json,8,Deux Colonnes
F1976037.json,3,Deux Colonnes
F1976037.json,4,Deux Colonnes
F1976037.json,5,Deux Colonnes
F1976038.json,2,Deux Colonnes
F1976038.json,7,Deux Colonnes
F1976040.json,3,Deux Colonnes
F1976041.json,2,Deux Colonnes
F1976041.json,7,Deux Colonnes
F1976042.json,6,Deux Colonnes
F1976042.json,7,Deux Colonnes
F1976043.json,6,Deux Colonnes
F1976045.json,4,Ligne Horizontale (3+ layouts)
F1976046.json,7,Deux Colonnes
F1976047.json,1,Deux Colonnes
F1976047.json,3,Deux Colonnes
F1976049.json,1,Deux Colonnes
F1976049.json,3,Deux Colonnes
F1976049.json,4,Deux Colonnes
F1976049.json,7,Deux Colonnes
F1976049.json,9,Deux Colonnes
F1976049.json,15,Deux Colonnes
F1976050.json,6,Deux Colonnes
F1976051.json,3,Deux Colonnes
F1976052.json,7,Deux Colonnes
F1976052.json,9,Deux Colonnes
F1976053.json,4,Deux Colonnes
F1976053.json,7,Deux Colonnes
F1976054.json,3,Deux Colonnes
F1976054.json,7,Deux Colonnes
F1976055.json,2,Deux Colonnes
F1976055.json,5,Deux Colonnes
F1976055.json,6,Deux Colonnes
F1976056.json,2,Deux Colonnes soft
F1976056.json,6,Deux Colonnes
F1976057.json,3,Deux Colonnes
F1976062.json,2,Deux Colonnes
F1976062.json,5,Deux Colonnes
F1976062.json,6,Deux Colonnes
F1976063.json,1,Deux Colonnes
F1976063.json,2,Deux Colonnes
F1976063.json,7,Deux Colonnes
F1976064.json,3,Deux Colonnes
F1976065.json,5,Deux Colonnes
F1976065.json,6,Deux Colonnes
F1976066.json,5,Ligne Horizontale (3+ layouts)
F1976066.json,6,Ligne Horizontale (3+ layouts)
F1976067.json,1,Deux Colonnes
F1976067.json,2,Deux Colonnes soft
F1976067.json,3,Deux Colonnes
F1976068.json,4,Deux Colonnes
F1976069.json,1,Deux Colonnes
F1976070.json,2,Deux Colonnes
F1976070.json,3,Deux Colonnes
F1976070.json,4,Deux Colonnes
F1976071.json,2,Ligne Horizontale (3+ layouts)
F1976072.json,9,Deux Colonnes
F1976072.json,10,Deux Colonnes
F1976073.json,4,Deux Colonnes
F1976073.json,5,Deux Colonnes
F1976075.json,3,Ligne Horizontale (3+ layouts)
F1976075.json,6,Deux Colonnes
F1976076.json,3,Deux Colonnes
F1976077.json,5,Deux Colonnes
F1976078.json,2,Deux Colonnes
F1976078.json,3,Deux Colonnes
F1976078.json,4,Deux Colonnes
F1976078.json,5,Deux Colonnes
F1976079.json,2,Deux Colonnes
F1976079.json,5,Deux Colonnes
F1976080.json,4,Deux Colonnes
F1976082.json,2,Deux Colonnes
F1976082.json,3,Deux Colonnes
F1976082.json,5,Deux Colonnes
F1976083.json,4,Deux Colonnes
F1976084.json,2,Deux Colonnes
F1976084.json,4,Deux Colonnes
F1976084.json,5,Deux Colonnes
F1976088.json,7,Deux Colonnes
F1976088.json,14,Deux Colonnes
F1976091.json,1,Deux Colonnes
F1976091.json,3,Deux Colonnes
F1976092.json,4,Ligne Horizontale (3+ layouts)
F1976092.json,5,Ligne Horizontale (3+ layouts)
F1976093.json,2,Deux Colonnes
F1976095.json,2,Deux Colonnes
F1976095.json,3,Deux Colonnes
F1976095.json,4,Deux Colonnes
F1976096.json,3,Deux Colonnes
F1976097.json,2,Deux Colonnes
F1976097.json,3,Deux Colonnes
F1976098.json,2,Deux Colonnes
F1976098.json,4,Deux Colonnes
F1976102.json,15,Deux Colonnes
F1976102.json,18,Deux Colonnes
F1976102.json,37,Deux Colonnes
F1976102.json,58,Ligne Horizontale (3+ layouts)
F1976103.json,3,Deux Colonnes
F1976103.json,11,Deux Colonnes
F1976103.json,12,Deux Colonnes
F1976103.json,13,Deux Colonnes
F1976103.json,15,Deux Colonnes
F1976103.json,16,Deux Colonnes
F1976103.json,17,Deux Colonnes
F1976104.json,10,Deux Colonnes
F1976105.json,4,Deux Colonnes
F1976105.json,5,Deux Colonnes
F1976105.json,9,Deux Colonnes
F1976105.json,10,Deux Colonnes
F1976105.json,18,Deux Colonnes
F1976105.json,19,Deux Colonnes
F1976105.json,22,Deux Colonnes
F1976105.json,26,Deux Colonnes
F1976105.json,28,Deux Colonnes
F1976105.json,34,Deux Colonnes
F1976105.json,36,Deux Colonnes
F1976105.json,37,Deux Colonnes
F1976105.json,38,Deux Colonnes
F1976105.json,40,Deux Colonnes
F1976105.json,41,Deux Colonnes
F1976105.json,42,Deux Colonnes
F1976105.json,44,Deux Colonnes
F1976105.json,49,Deux Colonnes
F1976105.json,56,Deux Colonnes soft
F1976105.json,75,Deux Colonnes
F1977002.json,3,Deux Colonnes
F1977002.json,8,Deux Colonnes
F1977003.json,5,Deux Colonnes
F1977005.json,1,Deux Colonnes
F1977006.json,2,Deux Colonnes
F1977006.json,9,Deux Colonnes
F1977007.json,1,Deux Colonnes
F1977007.json,2,Deux Colonnes
F1977007.json,8,Deux Colonnes
F1977008.json,8,Deux Colonnes soft
F1977008.json,16,Deux Colonnes soft
F1977008.json,22,Deux Colonnes soft
F1977008.json,29,Deux Colonnes soft
F1977008.json,53,Deux Colonnes soft
F1977008.json,63,Deux Colonnes soft
F1977010.json,6,Deux Colonnes
F1977011.json,6,Deux Colonnes
F1977014.json,3,Deux Colonnes
F1977014.json,4,Deux Colonnes
F1977015.json,2,Ligne Horizontale (3+ layouts)
F1977015.json,26,Deux Colonnes
F1977016.json,8,Deux Colonnes soft
F1977018.json,7,Deux Colonnes
F1977020.json,1,Deux Colonnes
F1977020.json,3,Deux Colonnes soft
F1977021.json,2,Deux Colonnes
F1977022.json,4,Deux Colonnes
F1977023.json,1,Deux Colonnes soft
F1977023.json,2,Deux Colonnes soft
F1977023.json,4,Deux Colonnes
F1977024.json,4,Deux Colonnes
F1977024.json,5,Ligne Horizontale (3+ layouts)
F1977024.json,6,Deux Colonnes
F1977025.json,7,Deux Colonnes
F1977026.json,5,Deux Colonnes
F1977026.json,7,Deux Colonnes
F1977027.json,8,Deux Colonnes
F1977028.json,10,Deux Colonnes
F1977028.json,20,Deux Colonnes
F1977031.json,2,Deux Colonnes
F1977032.json,3,Deux Colonnes
F1977033.json,7,Deux Colonnes
F1977034.json,5,Deux Colonnes
F1977035.json,3,Deux Colonnes
F1977036.json,23,Ligne Horizontale (3+ layouts)
F1977037.json,3,Deux Colonnes
F1977037.json,4,Deux Colonnes
F1977038.json,2,Deux Colonnes
F1977038.json,3,Deux Colonnes
F1977038.json,4,Deux Colonnes
F1977040.json,3,Deux Colonnes
F1977041.json,2,Deux Colonnes
F1977041.json,3,Deux Colonnes
F1977041.json,4,Deux Colonnes soft
F1977041.json,5,Deux Colonnes
F1977042.json,3,Deux Colonnes
F1977043.json,3,Deux Colonnes
F1977043.json,4,Deux Colonnes
F1977043.json,6,Deux Colonnes
F1977045.json,2,Deux Colonnes
F1977045.json,4,Ligne Horizontale (3+ layouts)
F1977045.json,5,Ligne Horizontale (3+ layouts)
F1977046.json,7,Deux Colonnes
F1977048.json,4,Deux Colonnes
F1977049.json,1,Deux Colonnes soft
F1977049.json,5,Deux Colonnes
F1977049.json,6,Deux Colonnes
F1977051.json,2,Deux Colonnes
F1977051.json,4,Deux Colonnes
F1977051.json,5,Deux Colonnes
F1977051.json,6,Deux Colonnes
F1977052.json,2,Deux Colonnes
F1977052.json,3,Deux Colonnes
F1977052.json,6,Deux Colonnes
F1977053.json,3,Deux Colonnes
F1977053.json,4,Deux Colonnes
F1977054.json,3,Deux Colonnes
F1977054.json,6,Deux Colonnes
F1977055.json,2,Deux Colonnes
F1977055.json,4,Deux Colonnes
F1977055.json,5,Deux Colonnes
F1977055.json,6,Deux Colonnes
F1977056.json,3,Deux Colonnes
F1977056.json,4,Deux Colonnes
F1977056.json,6,Deux Colonnes
F1977057.json,2,Deux Colonnes
F1977057.json,3,Deux Colonnes
F1977058.json,2,Deux Colonnes soft
F1977061.json,2,Ligne Horizontale (3+ layouts)
F1977061.json,3,Ligne Horizontale (3+ layouts)
F1977064.json,3,Deux Colonnes
F1977067.json,5,Deux Colonnes
F1977068.json,2,Ligne Horizontale (3+ layouts)
F1977068.json,3,Ligne Horizontale (3+ layouts)
F1977068.json,4,Ligne Horizontale (3+ layouts)
F1977069.json,2,Deux Colonnes
F1977069.json,4,Deux Colonnes soft
F1977069.json,7,Deux Colonnes
F1977070.json,10,Deux Colonnes
F1977070.json,16,Deux Colonnes
F1977072.json,3,Deux Colonnes
F1977072.json,4,Deux Colonnes
F1977072.json,6,Deux Colonnes
F1977073.json,7,Deux Colonnes
F1977074.json,13,Deux Colonnes
F1977077.json,2,Deux Colonnes
F1977077.json,3,Deux Colonnes
F1977077.json,5,Deux Colonnes
F1977078.json,2,Deux Colonnes
F1977079.json,3,Deux Colonnes
F1977079.json,4,Deux Colonnes
F1977079.json,5,Deux Colonnes
F1977079.json,6,Deux Colonnes
F1977079.json,7,Deux Colonnes
F1977079.json,8,Deux Colonnes
F1977079.json,9,Deux Colonnes
F1977080.json,7,Deux Colonnes
F1977080.json,8,Deux Colonnes
F1977080.json,9,Deux Colonnes
F1977082.json,5,Deux Colonnes
F1977082.json,11,Deux Colonnes
F1977082.json,13,Deux Colonnes
F1977082.json,19,Deux Colonnes
F1977083.json,5,Deux Colonnes
F1977083.json,9,Deux Colonnes
F1977083.json,11,Deux Colonnes
F1977083.json,13,Deux Colonnes
F1977083.json,15,Deux Colonnes
F1977083.json,18,Deux Colonnes soft
F1977083.json,24,Deux Colonnes soft
F1977083.json,59,Deux Colonnes soft
F1977083.json,87,Deux Colonnes soft
F1978001.json,4,Deux Colonnes
F1978001.json,5,Ligne Horizontale (3+ layouts)
F1978001.json,18,Deux Colonnes
F1978002.json,3,Deux Colonnes
F1978002.json,7,Deux Colonnes
F1978002.json,9,Deux Colonnes
F1978003.json,3,Deux Colonnes
F1978003.json,4,Deux Colonnes
F1978003.json,13,Deux Colonnes
F1978003.json,20,Deux Colonnes
F1978003.json,21,Deux Colonnes
F1978004.json,12,Deux Colonnes
F1978005.json,1,Ligne Horizontale (3+ layouts)
F1978005.json,3,Deux Colonnes
